,0,1,Author,Book,Date,Genre,Publisher,Year
2349,,,Colleen McCullough,The Thorn Birds,September 18,fiction,,1977
2350,,,Colleen McCullough,The Thorn Birds,September 25,fiction,,1977
2351,,,J. R. R. Tolkien,The Silmarillion,October 2,fiction,,1977
2352,,,J. R. R. Tolkien,The Silmarillion,October 9,fiction,,1977
2353,,,J. R. R. Tolkien,The Silmarillion,October 16,fiction,,1977
2354,,,J. R. R. Tolkien,The Silmarillion,October 23,fiction,,1977
2355,,,J. R. R. Tolkien,The Silmarillion,October 30,fiction,,1977
2356,,,J. R. R. Tolkien,The Silmarillion,November 6,fiction,,1977
2357,,,J. R. R. Tolkien,The Silmarillion,November 13,fiction,,1977
2358,,,J. R. R. Tolkien,The Silmarillion,November 20,fiction,,1977
2359,,,J. R. R. Tolkien,The Silmarillion,November 27,fiction,,1977
2360,,,J. R. R. Tolkien,The Silmarillion,December 4,fiction,,1977
2361,,,J. R. R. Tolkien,The Silmarillion,December 11,fiction,,1977
2362,,,J. R. R. Tolkien,The Silmarillion,December 18,fiction,,1977
2363,,,J. R. R. Tolkien,The Silmarillion,December 25,fiction,,1977
2364,,,J. R. R. Tolkien,The Silmarillion,January 1,fiction,,1978
2365,,,J. R. R. Tolkien,The Silmarillion,January 8,fiction,,1978
2366,,,J. R. R. Tolkien,The Silmarillion,January 15,fiction,,1978
2367,,,J. R. R. Tolkien,The Silmarillion,January 22,fiction,,1978
2368,,,J. R. R. Tolkien,The Silmarillion,January 29,fiction,,1978
2369,,,J. R. R. Tolkien,The Silmarillion,February 5,fiction,,1978
2370,,,J. R. R. Tolkien,The Silmarillion,February 12,fiction,,1978
2371,,,J. R. R. Tolkien,The Silmarillion,February 19,fiction,,1978
2372,,,J. R. R. Tolkien,The Silmarillion,February 26,fiction,,1978
2373,,,J. R. R. Tolkien,The Silmarillion,March 5,fiction,,1978
2374,,,Sidney Sheldon,Bloodline,March 12,fiction,,1978
2375,,,Sidney Sheldon,Bloodline,March 19,fiction,,1978
2376,,,Sidney Sheldon,Bloodline,March 26,fiction,,1978
2377,,,Sidney Sheldon,Bloodline,April 2,fiction,,1978
2378,,,Sidney Sheldon,Bloodline,April 9,fiction,,1978
2379,,,Sidney Sheldon,Bloodline,April 16,fiction,,1978
2380,,,Sidney Sheldon,Bloodline,April 23,fiction,,1978
2381,,,Sidney Sheldon,Bloodline,April 30,fiction,,1978
2382,,,Sidney Sheldon,Bloodline,May 7,fiction,,1978
2383,,,Sidney Sheldon,Bloodline,May 14,fiction,,1978
2384,,,Sidney Sheldon,Bloodline,May 21,fiction,,1978
2385,,,Sidney Sheldon,Bloodline,May 28,fiction,,1978
2386,,,Colleen McCullough,The Thorn Birds,June 4,fiction,,1978
2387,,,Sidney Sheldon,Bloodline,June 11,fiction,,1978
2388,,,Judith Krantz,Scruples,June 18,fiction,,1978
2389,,,Judith Krantz,Scruples,June 25,fiction,,1978
2390,,,Judith Krantz,Scruples,July 2,fiction,,1978
2391,,,Robert Ludlum,The Holcroft Covenant,July 9,fiction,,1978
2392,,,Judith Krantz,Scruples,July 16,fiction,,1978
2393,,,James Michener,Chesapeake,July 23,fiction,,1978
2394,,,James Michener,Chesapeake,July 30,fiction,,1978
2395,,,James Michener,Chesapeake,August 6,fiction,,1978
2396,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,August 13,fiction,,1978
2397,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,August 20,fiction,,1978
2398,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,August 27,fiction,,1978
2399,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,September 3,fiction,,1978
2400,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,September 10,fiction,,1978
2401,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,September 17,fiction,,1978
2402,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,September 24,fiction,,1978
2403,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,October 1,fiction,,1978
2404,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,October 8,fiction,,1978
2405,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,October 15,fiction,,1978
2406,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,October 22,fiction,,1978
2407,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,October 29,fiction,,1978
2408,,,Not published due to Newspaper Strike,Not published due to Newspaper Strike,November 5,fiction,,1978
2409,,,Herman Wouk,War and Remembrance,November 12,fiction,,1978
2410,,,Herman Wouk,War and Remembrance,November 19,fiction,,1978
2411,,,Herman Wouk,War and Remembrance,November 26,fiction,,1978
2412,,,Herman Wouk,War and Remembrance,December 3,fiction,,1978
2413,,,Herman Wouk,War and Remembrance,December 10,fiction,,1978
2414,,,Herman Wouk,War and Remembrance,December 17,fiction,,1978
2415,,,James Michener,Chesapeake,December 24,fiction,,1978
2416,,,James Michener,Chesapeake,December 31,fiction,,1978
2417,,,James Michener,Chesapeake,January 7,fiction,,1979
2418,,,James Michener,Chesapeake,January 14,fiction,,1979
2419,,,James Michener,Chesapeake,January 21,fiction,,1979
2420,,,James Michener,Chesapeake,January 28,fiction,,1979
2421,,,James Michener,Chesapeake,February 4,fiction,,1979
2422,,,James Michener,Chesapeake,February 11,fiction,,1979
2423,,,Herman Wouk,War and Remembrance,February 18,fiction,,1979
2424,,,Arthur Hailey,Overload,February 25,fiction,,1979
2425,,,James Michener,Chesapeake,March 4,fiction,,1979
2426,,,James Michener,Chesapeake,March 11,fiction,,1979
2427,,,Arthur Hailey,Overload,March 18,fiction,,1979
2428,,,Herman Wouk,War and Remembrance,March 25,fiction,,1979
2429,,,Herman Wouk,War and Remembrance,April 1,fiction,,1979
2430,,,Robert Ludlum,The Matarese Circle,April 8,fiction,,1979
2431,,,Joseph Heller,Good as Gold,April 15,fiction,,1979
2432,,,Joseph Heller,Good as Gold,April 22,fiction,,1979
2433,,,Robert Ludlum,The Matarese Circle,April 29,fiction,,1979
2434,,,Robert Ludlum,The Matarese Circle,May 6,fiction,,1979
2435,,,Robert Ludlum,The Matarese Circle,May 13,fiction,,1979
2436,,,Robert Ludlum,The Matarese Circle,May 20,fiction,,1979
2437,,,Robert Ludlum,The Matarese Circle,May 27,fiction,,1979
2438,,,Robert Ludlum,The Matarese Circle,June 3,fiction,,1979
2439,,,Robert Ludlum,The Matarese Circle,June 10,fiction,,1979
2440,,,Robert Ludlum,The Matarese Circle,June 17,fiction,,1979
2441,,,Robert Ludlum,The Matarese Circle,June 24,fiction,,1979
2442,,,Robert Ludlum,The Matarese Circle,July 1,fiction,,1979
2443,,,Robert Ludlum,The Matarese Circle,July 8,fiction,,1979
2444,,,Robert Ludlum,The Matarese Circle,July 15,fiction,,1979
2445,,,William Styron,Sophie's Choice,July 22,fiction,,1979
2446,,,William Styron,Sophie's Choice,July 29,fiction,,1979
2447,,,Robert Ludlum,The Matarese Circle,August 5,fiction,,1979
2448,,,William Styron,Sophie's Choice,August 12,fiction,,1979
2449,,,William Styron,Sophie's Choice,August 19,fiction,,1979
2450,,,William Styron,Sophie's Choice,August 26,fiction,,1979
2451,,,William Styron,Sophie's Choice,September 2,fiction,,1979
2452,,,Mary Stewart,The Last Enchantment,September 9,fiction,,1979
2453,,,Mary Stewart,The Last Enchantment,September 16,fiction,,1979
2454,,,Mary Stewart,The Last Enchantment,September 23,fiction,,1979
2455,,,Mary Stewart,The Last Enchantment,September 30,fiction,,1979
2456,,,Kurt Vonnegut,Jailbird,October 7,fiction,,1979
2457,,,Stephen King,The Dead Zone,October 14,fiction,,1979
2458,,,Stephen King,The Dead Zone,October 21,fiction,,1979
2459,,,Howard Fast,The Establishment,October 28,fiction,,1979
2460,,,Kurt Vonnegut,Jailbird,November 4,fiction,,1979
2461,,,Howard Fast,The Establishment,November 11,fiction,,1979
2462,,,Howard Fast,The Establishment,November 18,fiction,,1979
2463,,,Howard Fast,The Establishment,November 25,fiction,,1979
2464,,,Howard Fast,The Establishment,December 2,fiction,,1979
2465,,,Ken Follett,Triple,December 9,fiction,,1979
2466,,,Ken Follett,Triple,December 16,fiction,,1979
2467,,,Howard Fast,The Establishment,December 23,fiction,,1979
2468,,,Kurt Vonnegut,Jailbird,December 30,fiction,,1979
2469,,,Kurt Vonnegut,Jailbird,January 6,fiction,,1980
2470,,,Kurt Vonnegut,Jailbird,January 13,fiction,,1980
2471,,,John le Carré,Smiley's People,January 20,fiction,,1980
2472,,,John le Carré,Smiley's People,January 27,fiction,,1980
2473,,,John le Carré,Smiley's People,February 3,fiction,,1980
2474,,,John le Carré,Smiley's People,February 10,fiction,,1980
2475,,,Judith Krantz,Princess Daisy,February 17,fiction,,1980
2476,,,Judith Krantz,Princess Daisy,February 24,fiction,,1980
2477,,,Judith Krantz,Princess Daisy,March 2,fiction,,1980
2478,,,Judith Krantz,Princess Daisy,March 9,fiction,,1980
2479,,,Judith Krantz,Princess Daisy,March 16,fiction,,1980
2480,,,Robert Ludlum,The Bourne Identity,March 23,fiction,,1980
2481,,,Robert Ludlum,The Bourne Identity,March 30,fiction,,1980
2482,,,Robert Ludlum,The Bourne Identity,April 6,fiction,,1980
2483,,,Robert Ludlum,The Bourne Identity,April 13,fiction,,1980
2484,,,Robert Ludlum,The Bourne Identity,April 20,fiction,,1980
2485,,,Robert Ludlum,The Bourne Identity,April 27,fiction,,1980
2486,,,Robert Ludlum,The Bourne Identity,May 4,fiction,,1980
2487,,,Robert Ludlum,The Bourne Identity,May 11,fiction,,1980
2488,,,Robert Ludlum,The Bourne Identity,May 18,fiction,,1980
2489,,,Robert Ludlum,The Bourne Identity,May 25,fiction,,1980
2490,,,Robert Ludlum,The Bourne Identity,June 1,fiction,,1980
2491,,,Robert Ludlum,The Bourne Identity,June 8,fiction,,1980
2492,,,Robert Ludlum,The Bourne Identity,June 15,fiction,,1980
2493,,,Robert Ludlum,The Bourne Identity,June 22,fiction,,1980
2494,,,Robert Ludlum,The Bourne Identity,June 29,fiction,,1980
2495,,,Robert Ludlum,The Bourne Identity,July 6,fiction,,1980
2496,,,Sidney Sheldon,Rage of Angels,July 13,fiction,,1980
2497,,,Sidney Sheldon,Rage of Angels,July 20,fiction,,1980
2498,,,Sidney Sheldon,Rage of Angels,July 27,fiction,,1980
2499,,,Sidney Sheldon,Rage of Angels,August 3,fiction,,1980
2500,,,Sidney Sheldon,Rage of Angels,August 10,fiction,,1980
2501,,,Sidney Sheldon,Rage of Angels,August 17,fiction,,1980
2502,,,Sidney Sheldon,Rage of Angels,August 24,fiction,,1980
2503,,,Sidney Sheldon,Rage of Angels,August 31,fiction,,1980
2504,,,Sidney Sheldon,Rage of Angels,September 7,fiction,,1980
2505,,,Sidney Sheldon,Rage of Angels,September 14,fiction,,1980
2506,,,Sidney Sheldon,Rage of Angels,September 21,fiction,,1980
2507,,,Stephen King,Firestarter,September 28,fiction,,1980
2508,,,Stephen King,Firestarter,October 5,fiction,,1980
2509,,,Stephen King,Firestarter,October 12,fiction,,1980
2510,,,Ken Follett,The Key to Rebecca,October 19,fiction,,1980
2511,,,Ken Follett,The Key to Rebecca,October 26,fiction,,1980
2512,,,James Michener,The Covenant,November 2,fiction,,1980
2513,,,James Michener,The Covenant,November 9,fiction,,1980
2514,,,James Michener,The Covenant,November 16,fiction,,1980
2515,,,James Michener,The Covenant,November 23,fiction,,1980
2516,,,James Michener,The Covenant,November 30,fiction,,1980
2517,,,James Michener,The Covenant,December 7,fiction,,1980
2518,,,James Michener,The Covenant,December 14,fiction,,1980
2519,,,James Michener,The Covenant,December 21,fiction,,1980
2520,,,James Michener,The Covenant,December 28,fiction,,1980
2521,,,James Michener,The Covenant,January 4,fiction,,1981
2522,,,James Michener,The Covenant,January 11,fiction,,1981
2523,,,James Michener,The Covenant,January 18,fiction,,1981
2524,,,James Michener,The Covenant,January 25,fiction,,1981
2525,,,James Michener,The Covenant,February 1,fiction,,1981
2526,,,James Michener,The Covenant,February 8,fiction,,1981
2527,,,James Michener,The Covenant,February 15,fiction,,1981
2528,,,James Michener,The Covenant,February 22,fiction,,1981
2529,,,James Michener,The Covenant,March 1,fiction,,1981
2530,,,James Michener,The Covenant,March 8,fiction,,1981
2531,,,James Michener,The Covenant,March 15,fiction,,1981
2532,,,James Michener,The Covenant,March 22,fiction,,1981
2533,,,James Michener,The Covenant,March 29,fiction,,1981
2534,,,James Michener,The Covenant,April 5,fiction,,1981
2535,,,James Michener,The Covenant,April 12,fiction,,1981
2536,,,James Michener,The Covenant,April 19,fiction,,1981
2537,,,Martin Cruz Smith,Gorky Park,April 26,fiction,,1981
2538,,,Martin Cruz Smith,Gorky Park,May 3,fiction,,1981
2539,,,James Clavell,Noble House,May 10,fiction,,1981
2540,,,James Clavell,Noble House,May 17,fiction,,1981
2541,,,James Clavell,Noble House,May 24,fiction,,1981
2542,,,James Clavell,Noble House,May 31,fiction,,1981
2543,,,James Clavell,Noble House,June 7,fiction,,1981
2544,,,James Clavell,Noble House,June 14,fiction,,1981
2545,,,James Clavell,Noble House,June 21,fiction,,1981
2546,,,James Clavell,Noble House,June 28,fiction,,1981
2547,,,James Clavell,Noble House,July 5,fiction,,1981
2548,,,James Clavell,Noble House,July 12,fiction,,1981
2549,,,James Clavell,Noble House,July 19,fiction,,1981
2550,,,James Clavell,Noble House,July 26,fiction,,1981
2551,,,James Clavell,Noble House,August 2,fiction,,1981
2552,,,James Clavell,Noble House,August 9,fiction,,1981
2553,,,James Clavell,Noble House,August 16,fiction,,1981
2554,,,Stephen King,Cujo,August 23,fiction,,1981
2555,,,Stephen King,Cujo,August 30,fiction,,1981
2556,,,Stephen King,Cujo,September 6,fiction,,1981
2557,,,Stephen King,Cujo,September 13,fiction,,1981
2558,,,Stephen King,Cujo,September 20,fiction,,1981
2559,,,John Irving,The Hotel New Hampshire,September 27,fiction,,1981
2560,,,John Irving,The Hotel New Hampshire,October 4,fiction,,1981
2561,,,John Irving,The Hotel New Hampshire,October 11,fiction,,1981
2562,,,John Irving,The Hotel New Hampshire,October 18,fiction,,1981
2563,,,John Irving,The Hotel New Hampshire,October 25,fiction,,1981
2564,,,John Irving,The Hotel New Hampshire,November 1,fiction,,1981
2565,,,John Irving,The Hotel New Hampshire,November 8,fiction,,1981
2566,,,Colleen McCullough,An Indecent Obsession,November 15,fiction,,1981
2567,,,Colleen McCullough,An Indecent Obsession,November 22,fiction,,1981
2568,,,Colleen McCullough,An Indecent Obsession,November 29,fiction,,1981
2569,,,Colleen McCullough,An Indecent Obsession,December 6,fiction,,1981
2570,,,Colleen McCullough,An Indecent Obsession,December 13,fiction,,1981
2571,,,Colleen McCullough,An Indecent Obsession,December 20,fiction,,1981
2572,,,Colleen McCullough,An Indecent Obsession,December 27,fiction,,1981
2573,,,Colleen McCullough,An Indecent Obsession,January 3,fiction,,1982
2574,,,Colleen McCullough,An Indecent Obsession,January 10,fiction,,1982
2575,,,Colleen McCullough,An Indecent Obsession,January 17,fiction,,1982
2576,,,Colleen McCullough,An Indecent Obsession,January 24,fiction,,1982
2577,,,Colleen McCullough,An Indecent Obsession,January 31,fiction,,1982
2578,,,Colleen McCullough,An Indecent Obsession,February 7,fiction,,1982
2579,,,John Irving,The Hotel New Hampshire,February 14,fiction,,1982
2580,,,Colleen McCullough,An Indecent Obsession,February 21,fiction,,1982
2581,,,John Jakes,North and South,February 28,fiction,,1982
2582,,,John Jakes,North and South,March 7,fiction,,1982
2583,,,John Jakes,North and South,March 14,fiction,,1982
2584,,,Robert Ludlum,The Parsifal Mosaic,March 21,fiction,,1982
2585,,,Robert Ludlum,The Parsifal Mosaic,March 28,fiction,,1982
2586,,,Robert Ludlum,The Parsifal Mosaic,April 4,fiction,,1982
2587,,,Robert Ludlum,The Parsifal Mosaic,April 11,fiction,,1982
2588,,,Robert Ludlum,The Parsifal Mosaic,April 18,fiction,,1982
2589,,,Robert Ludlum,The Parsifal Mosaic,April 25,fiction,,1982
2590,,,Robert Ludlum,The Parsifal Mosaic,May 2,fiction,,1982
2591,,,Robert Ludlum,The Parsifal Mosaic,May 9,fiction,,1982
2592,,,Robert Ludlum,The Parsifal Mosaic,May 16,fiction,,1982
2593,,,Robert Ludlum,The Parsifal Mosaic,May 23,fiction,,1982
2594,,,Robert Ludlum,The Parsifal Mosaic,May 30,fiction,,1982
2595,,,Ken Follett,The Man from St. Petersburg,June 6,fiction,,1982
2596,,,Robert Ludlum,The Parsifal Mosaic,June 13,fiction,,1982
2597,,,Robert Ludlum,The Parsifal Mosaic,June 20,fiction,,1982
2598,,,Robert Ludlum,The Parsifal Mosaic,June 27,fiction,,1982
2599,,,Jeffrey Archer,The Prodigal Daughter,July 4,fiction,,1982
2600,,,Robert Ludlum,The Parsifal Mosaic,July 11,fiction,,1982
2601,,,Robert Ludlum,The Parsifal Mosaic,July 18,fiction,,1982
2602,,,Jeffrey Archer,The Prodigal Daughter,July 25,fiction,,1982
2603,,,Jeffrey Archer,The Prodigal Daughter,August 1,fiction,,1982
2604,,,Jeffrey Archer,The Prodigal Daughter,August 8,fiction,,1982
2605,,,Stephen King,Different Seasons,August 15,fiction,,1982
2606,,,Jeffrey Archer,The Prodigal Daughter,August 22,fiction,,1982
2607,,,Stephen King,Different Seasons,August 29,fiction,,1982
2608,,,Stephen King,Different Seasons,September 5,fiction,,1982
2609,,,Sidney Sheldon,Master of the Game,September 12,fiction,,1982
2610,,,Sidney Sheldon,Master of the Game,September 19,fiction,,1982
2611,,,Sidney Sheldon,Master of the Game,September 26,fiction,,1982
2612,,,Sidney Sheldon,Master of the Game,October 3,fiction,,1982
2613,,,James Michener,Space,October 10,fiction,,1982
2614,,,James Michener,Space,October 17,fiction,,1982
2615,,,James Michener,Space,October 24,fiction,,1982
2616,,,James Michener,Space,October 31,fiction,,1982
2617,,,James Michener,Space,November 7,fiction,,1982
2618,,,James Michener,Space,November 14,fiction,,1982
2619,,,James Michener,Space,November 21,fiction,,1982
2620,,,James Michener,Space,November 28,fiction,,1982
2621,,,James Michener,Space,December 5,fiction,,1982
2622,,,James Michener,Space,December 12,fiction,,1982
2623,,,James Michener,Space,December 19,fiction,,1982
2624,,,James Michener,Space,December 26,fiction,,1982
2625,,,James Michener,Space,January 2,fiction,,1983
2626,,,James Michener,Space,January 9,fiction,,1983
2627,,,James Michener,Space,January 16,fiction,,1983
2628,,,James Michener,Space,January 23,fiction,,1983
2629,,,James Michener,Space,January 30,fiction,,1983
2630,,,James Michener,Space,February 6,fiction,,1983
2631,,,James Michener,Space,February 13,fiction,,1983
2632,,,Judith Krantz,Mistral's Daughter,February 20,fiction,,1983
2633,,,James Michener,Space,February 27,fiction,,1983
2634,,,James Michener,Space,March 6,fiction,,1983
2635,,,James Michener,Space,March 13,fiction,,1983
2636,,,John le Carré,The Little Drummer Girl,March 20,fiction,,1983
2637,,,John le Carré,The Little Drummer Girl,March 27,fiction,,1983
2638,,,John le Carré,The Little Drummer Girl,April 3,fiction,,1983
2639,,,John le Carré,The Little Drummer Girl,April 10,fiction,,1983
2640,,,John le Carré,The Little Drummer Girl,April 17,fiction,,1983
2641,,,John le Carré,The Little Drummer Girl,April 24,fiction,,1983
2642,,,John le Carré,The Little Drummer Girl,May 1,fiction,,1983
2643,,,John le Carré,The Little Drummer Girl,May 8,fiction,,1983
2644,,,John le Carré,The Little Drummer Girl,May 15,fiction,,1983
2645,,,John le Carré,The Little Drummer Girl,May 22,fiction,,1983
2646,,,John le Carré,The Little Drummer Girl,May 29,fiction,,1983
2647,,,John le Carré,The Little Drummer Girl,June 5,fiction,,1983
2648,,,Joan D. Vinge,Star Wars: Return of the Jedi:The Storybook Based on the Movie,June 12,fiction,,1983
2649,,,Joan D. Vinge,Star Wars: Return of the Jedi:The Storybook Based on the Movie,June 19,fiction,,1983
2650,,,Joan D. Vinge,Star Wars: Return of the Jedi:The Storybook Based on the Movie,June 26,fiction,,1983
2651,,,Joan D. Vinge,Star Wars: Return of the Jedi:The Storybook Based on the Movie,July 3,fiction,,1983
2652,,,Joan D. Vinge,Star Wars: Return of the Jedi:The Storybook Based on the Movie,July 10,fiction,,1983
2653,,,Joan D. Vinge,Star Wars: Return of the Jedi:The Storybook Based on the Movie,July 17,fiction,,1983
2654,,,Joan D. Vinge,Star Wars: Return of the Jedi:The Storybook Based on the Movie,July 24,fiction,,1983
2655,,,Joan D. Vinge,Star Wars: Return of the Jedi:The Storybook Based on the Movie,July 31,fiction,,1983
2656,,,Umberto Eco,The Name of the Rose,August 7,fiction,,1983
2657,,,Umberto Eco,The Name of the Rose,August 14,fiction,,1983
2658,,,Umberto Eco,The Name of the Rose,August 21,fiction,,1983
2659,,,Umberto Eco,The Name of the Rose,August 28,fiction,,1983
2660,,,Umberto Eco,The Name of the Rose,September 4,fiction,,1983
2661,,,James Michener,Poland,September 11,fiction,,1983
2662,,,James Michener,Poland,September 18,fiction,,1983
2663,,,James Michener,Poland,September 25,fiction,,1983
2664,,,James Michener,Poland,October 2,fiction,,1983
2665,,,James Michener,Poland,October 9,fiction,,1983
2666,,,James Michener,Poland,October 16,fiction,,1983
2667,,,James Michener,Poland,October 23,fiction,,1983
2668,,,James Michener,Poland,October 30,fiction,,1983
2669,,,James Michener,Poland,November 6,fiction,,1983
2670,,,Stephen King,Pet Sematary,November 13,fiction,,1983
2671,,,Stephen King,Pet Sematary,November 20,fiction,,1983
2672,,,Stephen King,Pet Sematary,November 27,fiction,,1983
2673,,,Stephen King,Pet Sematary,December 4,fiction,,1983
2674,,,Stephen King,Pet Sematary,December 11,fiction,,1983
2675,,,Stephen King,Pet Sematary,December 18,fiction,,1983
2676,,,James Michener,Poland,December 25,fiction,,1983
2677,,,James Michener,Poland,January 1,fiction,,1984
2678,,,James Michener,Poland,January 8,fiction,,1984
2679,,,Stephen King,Pet Sematary,January 15,fiction,,1984
2680,,,Stephen King,Pet Sematary,January 22,fiction,,1984
2681,,,Thomas Chastain,Who Killed the Robins Family?,January 29,fiction,,1984
2682,,,Stephen King,Pet Sematary,February 5,fiction,,1984
2683,,,Stephen King,Pet Sematary,February 12,fiction,,1984
2684,,,Stephen King,Pet Sematary,February 19,fiction,,1984
2685,,,Stephen King,Pet Sematary,February 26,fiction,,1984
2686,,,Stephen King,Pet Sematary,March 4,fiction,,1984
2687,,,Robert Ludlum,The Aquitaine Progression,March 11,fiction,,1984
2688,,,Robert Ludlum,The Aquitaine Progression,March 18,fiction,,1984
2689,,,Robert Ludlum,The Aquitaine Progression,March 25,fiction,,1984
2690,,,Robert Ludlum,The Aquitaine Progression,April 1,fiction,,1984
2691,,,Robert Ludlum,The Aquitaine Progression,April 8,fiction,,1984
2692,,,Robert Ludlum,The Aquitaine Progression,April 15,fiction,,1984
2693,,,Robert Ludlum,The Aquitaine Progression,April 22,fiction,,1984
2694,,,Robert Ludlum,The Aquitaine Progression,April 29,fiction,,1984
2695,,,Robert Ludlum,The Aquitaine Progression,May 6,fiction,,1984
2696,,,Robert Ludlum,The Aquitaine Progression,May 13,fiction,,1984
2697,,,Robert Ludlum,The Aquitaine Progression,May 20,fiction,,1984
2698,,,Robert Ludlum,The Aquitaine Progression,May 27,fiction,,1984
2699,,,Danielle Steel,Full Circle,June 3,fiction,,1984
2700,,,Danielle Steel,Full Circle,June 10,fiction,,1984
2701,,,Danielle Steel,Full Circle,June 17,fiction,,1984
2702,,,Danielle Steel,Full Circle,June 24,fiction,,1984
2703,,,Robert Ludlum,The Aquitaine Progression,July 1,fiction,,1984
2704,,,Helen Hooven Santmyer,"""...And Ladies of the Club""",July 8,fiction,,1984
2705,,,Helen Hooven Santmyer,"""...And Ladies of the Club""",July 15,fiction,,1984
2706,,,Helen Hooven Santmyer,"""...And Ladies of the Club""",July 22,fiction,,1984
2707,,,Helen Hooven Santmyer,"""...And Ladies of the Club""",July 29,fiction,,1984
2708,,,Helen Hooven Santmyer,"""...And Ladies of the Club""",August 5,fiction,,1984
2709,,,Helen Hooven Santmyer,"""...And Ladies of the Club""",August 12,fiction,,1984
2710,,,Helen Hooven Santmyer,"""...And Ladies of the Club""",August 19,fiction,,1984
2711,,,Jeffrey Archer,First Among Equals,August 26,fiction,,1984
2712,,,Jeffrey Archer,First Among Equals,September 2,fiction,,1984
2713,,,Jeffrey Archer,First Among Equals,September 9,fiction,,1984
2714,,,Frederick Forsyth,The Fourth Protocol,September 16,fiction,,1984
2715,,,Frederick Forsyth,The Fourth Protocol,September 23,fiction,,1984
2716,,,Frederick Forsyth,The Fourth Protocol,September 30,fiction,,1984
2717,,,Frederick Forsyth,The Fourth Protocol,October 7,fiction,,1984
2718,,,Frederick Forsyth,The Fourth Protocol,October 14,fiction,,1984
2719,,,Frederick Forsyth,The Fourth Protocol,October 21,fiction,,1984
2720,,,Stephen King and Peter Straub,The Talisman,October 28,fiction,,1984
2721,,,Stephen King and Peter Straub,The Talisman,November 4,fiction,,1984
2722,,,Stephen King and Peter Straub,The Talisman,November 11,fiction,,1984
2723,,,Stephen King and Peter Straub,The Talisman,November 18,fiction,,1984
2724,,,Stephen King and Peter Straub,The Talisman,November 25,fiction,,1984
2725,,,Stephen King and Peter Straub,The Talisman,December 2,fiction,,1984
2726,,,Stephen King and Peter Straub,The Talisman,December 9,fiction,,1984
2727,,,Stephen King and Peter Straub,The Talisman,December 16,fiction,,1984
2728,,,Stephen King and Peter Straub,The Talisman,December 23,fiction,,1984
2729,,,Stephen King and Peter Straub,The Talisman,December 30,fiction,,1984
2730,,,Stephen King and Peter Straub,The Talisman,January 6,fiction,,1985
2731,,,Stephen King and Peter Straub,The Talisman,January 13,fiction,,1985
2732,,,Mario Puzo,The Sicilian,January 20,fiction,,1985
2733,,,Mario Puzo,The Sicilian,January 27,fiction,,1985
2734,,,Sidney Sheldon,If Tomorrow Comes,February 3,fiction,,1985
2735,,,Sidney Sheldon,If Tomorrow Comes,February 10,fiction,,1985
2736,,,Sidney Sheldon,If Tomorrow Comes,February 17,fiction,,1985
2737,,,Sidney Sheldon,If Tomorrow Comes,February 24,fiction,,1985
2738,,,Sidney Sheldon,If Tomorrow Comes,March 3,fiction,,1985
2739,,,Sidney Sheldon,If Tomorrow Comes,March 10,fiction,,1985
2740,,,Sidney Sheldon,If Tomorrow Comes,March 17,fiction,,1985
2741,,,Sidney Sheldon,If Tomorrow Comes,March 24,fiction,,1985
2742,,,Danielle Steel,Family Album,March 31,fiction,,1985
2743,,,Danielle Steel,Family Album,April 7,fiction,,1985
2744,,,Danielle Steel,Family Album,April 14,fiction,,1985
2745,,,Danielle Steel,Family Album,April 21,fiction,,1985
2746,,,Richard Bachman (pseudonym for Stephen King),Thinner,April 28,fiction,,1985
2747,,,Richard Bachman (pseudonym for Stephen King),Thinner,May 5,fiction,,1985
2748,,,Richard Bachman (pseudonym for Stephen King),Thinner,May 12,fiction,,1985
2749,,,Richard Bachman (pseudonym for Stephen King),Thinner,May 19,fiction,,1985
2750,,,Sidney Sheldon,If Tomorrow Comes,May 26,fiction,,1985
2751,,,Louis L'Amour,Jubal Sackett,June 2,fiction,,1985
2752,,,Barbara Taylor Bradford,Hold the Dream,June 9,fiction,,1985
2753,,,John Irving,The Cider House Rules,June 16,fiction,,1985
2754,,,Stephen King,Skeleton Crew,June 23,fiction,,1985
2755,,,Stephen King,Skeleton Crew,June 30,fiction,,1985
2756,,,Stephen King,Skeleton Crew,July 7,fiction,,1985
2757,,,Stephen King,Skeleton Crew,July 14,fiction,,1985
2758,,,Stephen King,Skeleton Crew,July 21,fiction,,1985
2759,,,Stephen King,Skeleton Crew,July 28,fiction,,1985
2760,,,Stephen King,Skeleton Crew,August 4,fiction,,1985
2761,,,Stephen King,Skeleton Crew,August 11,fiction,,1985
2762,,,Stephen King,Skeleton Crew,August 18,fiction,,1985
